batting_team,bowling_team,overs,current_score,wickets,runs_last5,wickets_last5,final_score
Lucknow Super Giants,Gujarat Titans,5,45,1,74,0,149
Gujarat Titans,Chennai Super Kings,11,107,2,32,0,203
Lucknow Super Giants,Gujarat Titans,18,133,0,50,0,142
Kolkata Knight Riders,Punjab Kings,7,54,0,55,0,134
Mumbai Indians,Chennai Super Kings,18,109,3,59,0,123
Rajasthan Royals,Kolkata Knight Riders,11,104,1,67,1,177
Delhi Capitals,Punjab Kings,5,34,1,50,1,128
Chennai Super Kings,Rajasthan Royals,7,54,1,51,0,149
Royal Challengers Bangalore,Punjab Kings,5,46,0,54,0,173
Gujarat Titans,Chennai Super Kings,5,26,0,62,0,105
Gujarat Titans,Rajasthan Royals,9,77,2,16,1,140
Gujarat Titans,Lucknow Super Giants,12,101,2,71,0,136
Royal Challengers Bangalore,Rajasthan Royals,13,113,1,52,1,176
Sunrisers Hyderabad,Mumbai Indians,18,112,1,51,0,130
Mumbai Indians,Sunrisers Hyderabad,15,99,1,27,0,131
Royal Challengers Bangalore,Lucknow Super Giants,8,40,0,56,0,99
Royal Challengers Bangalore,Mumbai Indians,16,105,1,37,1,128
Mumbai Indians,Chennai Super Kings,17,141,2,46,2,156
Punjab Kings,Delhi Capitals,11,77,1,34,1,156
Chennai Super Kings,Delhi Capitals,9,55,0,50,0,144
Lucknow Super Giants,Sunrisers Hyderabad,6,66,0,39,0,215
Sunrisers Hyderabad,Kolkata Knight Riders,5,47,0,37,0,150
Royal Challengers Bangalore,Sunrisers Hyderabad,14,113,1,59,1,161
Chennai Super Kings,Kolkata Knight Riders,10,58,1,50,0,115
Royal Challengers Bangalore,Kolkata Knight Riders,9,75,1,38,1,178
Sunrisers Hyderabad,Delhi Capitals,19,144,1,63,1,154
Rajasthan Royals,Delhi Capitals,15,120,0,62,0,150
Sunrisers Hyderabad,Chennai Super Kings,12,103,1,52,1,155
Kolkata Knight Riders,Gujarat Titans,6,69,0,64,0,214
Lucknow Super Giants,Royal Challengers Bangalore,16,116,0,45,0,126
Gujarat Titans,Chennai Super Kings,11,83,1,52,0,149
Royal Challengers Bangalore,Gujarat Titans,19,175,3,61,0,181
Royal Challengers Bangalore,Rajasthan Royals,12,92,1,66,0,165
Chennai Super Kings,Rajasthan Royals,13,124,2,61,0,187
Delhi Capitals,Chennai Super Kings,18,156,4,17,0,176
Gujarat Titans,Kolkata Knight Riders,12,106,3,44,1,155
Royal Challengers Bangalore,Lucknow Super Giants,13,96,1,41,1,126
Punjab Kings,Chennai Super Kings,11,79,0,39,0,152
Delhi Capitals,Chennai Super Kings,17,138,3,55,1,152
Kolkata Knight Riders,Delhi Capitals,18,121,3,60,1,130
Royal Challengers Bangalore,Rajasthan Royals,10,60,0,41,0,131
Rajasthan Royals,Chennai Super Kings,13,103,2,45,1,194
Chennai Super Kings,Sunrisers Hyderabad,19,128,4,40,0,133
Lucknow Super Giants,Kolkata Knight Riders,12,92,0,69,0,164
Chennai Super Kings,Kolkata Knight Riders,18,151,2,50,0,174
Gujarat Titans,Delhi Capitals,7,49,0,33,0,185
Lucknow Super Giants,Rajasthan Royals,19,174,4,58,3,179
Delhi Capitals,Punjab Kings,5,55,0,50,0,163
Delhi Capitals,Royal Challengers Bangalore,11,81,2,59,0,129
Mumbai Indians,Punjab Kings,7,55,1,38,1,171
Royal Challengers Bangalore,Punjab Kings,6,46,0,57,0,155
Gujarat Titans,Kolkata Knight Riders,8,47,2,51,1,139
Rajasthan Royals,Mumbai Indians,14,130,1,68,1,172
Chennai Super Kings,Rajasthan Royals,7,69,1,63,0,189
Mumbai Indians,Gujarat Titans,18,144,0,44,0,159
Chennai Super Kings,Gujarat Titans,9,81,1,60,1,183
Lucknow Super Giants,Kolkata Knight Riders,7,56,1,44,1,138
Chennai Super Kings,Rajasthan Royals,14,80,2,39,0,133
Rajasthan Royals,Delhi Capitals,11,85,2,38,0,157
Lucknow Super Giants,Sunrisers Hyderabad,19,168,3,21,0,173
Delhi Capitals,Sunrisers Hyderabad,18,127,4,33,1,132
Sunrisers Hyderabad,Rajasthan Royals,11,96,1,37,1,182
Punjab Kings,Lucknow Super Giants,10,100,0,27,0,190
Mumbai Indians,Lucknow Super Giants,15,163,0,49,0,211
Delhi Capitals,Chennai Super Kings,16,85,1,23,1,109
Gujarat Titans,Chennai Super Kings,9,66,0,33,0,147
Mumbai Indians,Kolkata Knight Riders,11,109,0,33,0,201
Kolkata Knight Riders,Mumbai Indians,14,122,1,52,0,170
Rajasthan Royals,Royal Challengers Bangalore,18,161,3,52,0,166
Delhi Capitals,Punjab Kings,9,78,1,32,0,141
Punjab Kings,Mumbai Indians,19,141,3,33,2,146
Kolkata Knight Riders,Mumbai Indians,8,74,0,69,0,201
Gujarat Titans,Mumbai Indians,15,131,2,44,0,182
Delhi Capitals,Punjab Kings,11,67,2,51,1,151
Kolkata Knight Riders,Royal Challengers Bangalore,9,60,3,68,0,158
Delhi Capitals,Mumbai Indians,10,73,2,63,0,160
Gujarat Titans,Chennai Super Kings,13,120,0,64,0,186
Punjab Kings,Gujarat Titans,13,101,1,43,0,155
Gujarat Titans,Sunrisers Hyderabad,10,115,0,15,0,228
Gujarat Titans,Punjab Kings,7,52,1,26,1,198
Lucknow Super Giants,Delhi Capitals,7,69,1,68,0,151
Rajasthan Royals,Kolkata Knight Riders,17,118,1,62,0,123
Chennai Super Kings,Gujarat Titans,16,118,1,43,1,165
Rajasthan Royals,Sunrisers Hyderabad,19,125,3,30,3,130
Rajasthan Royals,Mumbai Indians,5,46,2,62,0,138
Gujarat Titans,Kolkata Knight Riders,11,85,0,33,0,142
Mumbai Indians,Gujarat Titans,17,130,1,27,0,140
Punjab Kings,Sunrisers Hyderabad,5,49,1,54,0,185
Kolkata Knight Riders,Punjab Kings,11,95,3,35,2,168
Chennai Super Kings,Sunrisers Hyderabad,18,134,2,34,2,153
Royal Challengers Bangalore,Sunrisers Hyderabad,8,70,0,45,0,150
Kolkata Knight Riders,Sunrisers Hyderabad,12,88,0,50,0,144
Delhi Capitals,Rajasthan Royals,14,111,0,32,0,140
Mumbai Indians,Punjab Kings,15,105,2,54,1,116
Gujarat Titans,Chennai Super Kings,17,123,5,24,0,148
Chennai Super Kings,Punjab Kings,13,93,2,42,0,147
Lucknow Super Giants,Punjab Kings,10,96,0,34,0,197
Lucknow Super Giants,Rajasthan Royals,15,84,1,35,0,133
Chennai Super Kings,Lucknow Super Giants,12,65,1,58,1,119
Punjab Kings,Delhi Capitals,17,157,0,58,0,205
Kolkata Knight Riders,Rajasthan Royals,10,79,1,32,1,201
Mumbai Indians,Delhi Capitals,5,32,0,58,0,166
Kolkata Knight Riders,Royal Challengers Bangalore,14,108,2,62,2,121
Kolkata Knight Riders,Gujarat Titans,12,105,2,45,0,188
Sunrisers Hyderabad,Kolkata Knight Riders,17,109,2,50,0,122
Mumbai Indians,Chennai Super Kings,11,100,0,47,0,190
Gujarat Titans,Royal Challengers Bangalore,6,43,1,25,0,146
Delhi Capitals,Gujarat Titans,11,76,0,71,0,129
Mumbai Indians,Lucknow Super Giants,5,41,0,66,0,176
Delhi Capitals,Sunrisers Hyderabad,19,174,4,37,0,181
Punjab Kings,Mumbai Indians,11,89,1,31,1,160
Rajasthan Royals,Chennai Super Kings,18,120,4,34,1,137
Sunrisers Hyderabad,Chennai Super Kings,14,118,2,69,0,176
Royal Challengers Bangalore,Chennai Super Kings,12,100,1,59,1,162
Punjab Kings,Royal Challengers Bangalore,9,58,1,59,1,121
Delhi Capitals,Royal Challengers Bangalore,16,123,3,21,2,142
Sunrisers Hyderabad,Royal Challengers Bangalore,15,116,3,66,1,142
Mumbai Indians,Kolkata Knight Riders,16,121,1,43,1,149
Mumbai Indians,Delhi Capitals,11,90,0,44,0,171
Rajasthan Royals,Mumbai Indians,12,105,1,62,0,188
Delhi Capitals,Punjab Kings,15,81,1,54,0,117
Rajasthan Royals,Sunrisers Hyderabad,17,134,4,44,2,145
Punjab Kings,Royal Challengers Bangalore,18,158,0,21,0,167
Mumbai Indians,Kolkata Knight Riders,14,117,2,53,0,184
Royal Challengers Bangalore,Rajasthan Royals,19,118,3,39,0,138
Royal Challengers Bangalore,Gujarat Titans,15,126,4,31,0,144
Mumbai Indians,Delhi Capitals,18,107,1,40,0,124
Royal Challengers Bangalore,Lucknow Super Giants,18,149,1,39,1,166
Sunrisers Hyderabad,Mumbai Indians,5,48,0,58,0,228
Royal Challengers Bangalore,Delhi Capitals,9,68,1,27,0,118
Sunrisers Hyderabad,Delhi Capitals,17,112,1,41,1,128
Kolkata Knight Riders,Royal Challengers Bangalore,9,64,1,69,0,139
Punjab Kings,Lucknow Super Giants,6,53,0,39,0,176
Delhi Capitals,Punjab Kings,5,46,0,53,0,189
Gujarat Titans,Sunrisers Hyderabad,19,182,3,36,0,211
Sunrisers Hyderabad,Rajasthan Royals,9,81,0,28,0,195
Punjab Kings,Lucknow Super Giants,13,104,1,73,0,157
Royal Challengers Bangalore,Mumbai Indians,19,127,2,20,0,139
Gujarat Titans,Chennai Super Kings,7,56,0,24,0,161
Gujarat Titans,Rajasthan Royals,9,78,0,40,0,195
Royal Challengers Bangalore,Punjab Kings,15,136,1,27,0,180
Rajasthan Royals,Mumbai Indians,10,74,0,66,0,178
Chennai Super Kings,Gujarat Titans,17,106,4,60,0,127
Lucknow Super Giants,Royal Challengers Bangalore,18,146,2,51,0,151
Mumbai Indians,Rajasthan Royals,10,77,2,51,0,163
Delhi Capitals,Rajasthan Royals,11,106,0,41,0,193
Sunrisers Hyderabad,Mumbai Indians,17,96,2,42,1,106
Royal Challengers Bangalore,Mumbai Indians,16,136,2,55,1,153
Punjab Kings,Sunrisers Hyderabad,11,101,1,52,1,163
Punjab Kings,Sunrisers Hyderabad,12,129,0,20,0,225
Punjab Kings,Rajasthan Royals,12,67,0,47,0,114
Sunrisers Hyderabad,Rajasthan Royals,8,61,0,54,0,167
Rajasthan Royals,Chennai Super Kings,13,91,1,63,1,147
Delhi Capitals,Gujarat Titans,14,141,0,61,0,199
Delhi Capitals,Rajasthan Royals,17,147,0,50,0,178
Chennai Super Kings,Gujarat Titans,17,116,3,37,0,128
Sunrisers Hyderabad,Royal Challengers Bangalore,10,76,0,32,0,171
Mumbai Indians,Punjab Kings,13,97,1,39,0,156
Rajasthan Royals,Lucknow Super Giants,9,66,0,51,0,154
Kolkata Knight Riders,Chennai Super Kings,8,58,1,25,1,173
Kolkata Knight Riders,Gujarat Titans,18,179,2,59,2,199
Royal Challengers Bangalore,Sunrisers Hyderabad,9,77,2,37,0,189
Chennai Super Kings,Lucknow Super Giants,9,83,0,42,0,232
Mumbai Indians,Punjab Kings,13,79,0,53,0,114
Rajasthan Royals,Mumbai Indians,10,67,1,58,0,141
Royal Challengers Bangalore,Mumbai Indians,19,138,4,48,0,143
Kolkata Knight Riders,Rajasthan Royals,17,131,0,60,0,158
Delhi Capitals,Rajasthan Royals,7,42,1,55,1,136
Chennai Super Kings,Delhi Capitals,14,103,2,41,2,140
Gujarat Titans,Punjab Kings,19,135,2,27,0,140
Sunrisers Hyderabad,Delhi Capitals,11,72,0,69,0,139
Chennai Super Kings,Rajasthan Royals,13,114,0,43,0,169
Sunrisers Hyderabad,Chennai Super Kings,19,141,5,32,1,146
Chennai Super Kings,Lucknow Super Giants,19,140,1,36,1,164
Kolkata Knight Riders,Sunrisers Hyderabad,15,98,1,54,0,126
Rajasthan Royals,Chennai Super Kings,16,143,1,44,1,184
Chennai Super Kings,Lucknow Super Giants,9,66,0,60,0,115
Punjab Kings,Rajasthan Royals,17,164,2,38,2,176
Rajasthan Royals,Sunrisers Hyderabad,12,60,3,52,1,103
Punjab Kings,Delhi Capitals,19,153,1,60,0,158
Delhi Capitals,Rajasthan Royals,18,142,1,39,1,149
Lucknow Super Giants,Chennai Super Kings,16,136,4,47,1,164
Sunrisers Hyderabad,Delhi Capitals,18,135,3,43,1,140
Lucknow Super Giants,Chennai Super Kings,7,56,0,36,0,197
Delhi Capitals,Chennai Super Kings,5,27,0,37,0,145
Royal Challengers Bangalore,Sunrisers Hyderabad,11,74,2,29,1,144
Mumbai Indians,Punjab Kings,14,85,3,67,0,112
Rajasthan Royals,Royal Challengers Bangalore,14,137,0,25,0,182
Royal Challengers Bangalore,Delhi Capitals,7,59,2,63,2,162
Royal Challengers Bangalore,Lucknow Super Giants,9,62,0,27,0,170
Gujarat Titans,Rajasthan Royals,15,133,3,41,1,185
Sunrisers Hyderabad,Delhi Capitals,8,70,0,52,0,173
Kolkata Knight Riders,Gujarat Titans,10,76,0,46,0,154
Royal Challengers Bangalore,Chennai Super Kings,6,46,0,56,0,169
Sunrisers Hyderabad,Lucknow Super Giants,12,91,1,66,1,119
Rajasthan Royals,Sunrisers Hyderabad,9,75,0,73,0,152
Chennai Super Kings,Gujarat Titans,16,129,3,37,0,166
Mumbai Indians,Royal Challengers Bangalore,18,131,2,40,1,140
Lucknow Super Giants,Delhi Capitals,13,88,1,33,0,108
Mumbai Indians,Lucknow Super Giants,18,148,1,68,0,166
Delhi Capitals,Mumbai Indians,18,173,1,56,1,179
Sunrisers Hyderabad,Royal Challengers Bangalore,17,150,5,27,0,183
Lucknow Super Giants,Gujarat Titans,10,86,0,37,0,136
Royal Challengers Bangalore,Chennai Super Kings,10,86,1,40,1,170
Lucknow Super Giants,Sunrisers Hyderabad,13,127,1,34,1,186
Mumbai Indians,Delhi Capitals,10,91,0,53,0,197
Mumbai Indians,Kolkata Knight Riders,17,114,1,55,1,134
Sunrisers Hyderabad,Mumbai Indians,17,131,1,52,0,142
Sunrisers Hyderabad,Chennai Super Kings,14,83,3,34,0,120
Mumbai Indians,Sunrisers Hyderabad,12,97,1,66,0,187
Gujarat Titans,Kolkata Knight Riders,15,149,0,55,0,203
Chennai Super Kings,Rajasthan Royals,19,153,2,43,1,174
Mumbai Indians,Chennai Super Kings,17,136,0,61,0,157
Chennai Super Kings,Sunrisers Hyderabad,7,67,0,70,0,187
Rajasthan Royals,Gujarat Titans,7,74,1,38,0,199
Lucknow Super Giants,Kolkata Knight Riders,18,138,4,54,1,160
Mumbai Indians,Kolkata Knight Riders,7,64,0,58,0,209
Kolkata Knight Riders,Chennai Super Kings,18,127,2,50,0,151
Kolkata Knight Riders,Lucknow Super Giants,13,88,4,37,1,130
Kolkata Knight Riders,Gujarat Titans,7,60,2,52,2,151
Sunrisers Hyderabad,Kolkata Knight Riders,9,71,0,26,0,153
Chennai Super Kings,Gujarat Titans,13,88,3,57,0,147
Delhi Capitals,Royal Challengers Bangalore,19,101,4,40,0,114
Mumbai Indians,Gujarat Titans,17,164,2,67,1,198
Royal Challengers Bangalore,Gujarat Titans,6,50,1,57,1,143
Kolkata Knight Riders,Mumbai Indians,12,77,0,77,0,146
Chennai Super Kings,Royal Challengers Bangalore,6,48,0,24,0,199
Delhi Capitals,Sunrisers Hyderabad,17,103,2,64,0,131
Lucknow Super Giants,Sunrisers Hyderabad,19,141,3,28,0,151
Mumbai Indians,Sunrisers Hyderabad,11,77,2,44,0,116
Royal Challengers Bangalore,Chennai Super Kings,10,108,0,45,0,202
Punjab Kings,Royal Challengers Bangalore,18,149,4,71,0,168
Sunrisers Hyderabad,Royal Challengers Bangalore,11,104,0,66,0,222
Gujarat Titans,Punjab Kings,11,70,1,62,1,126
Lucknow Super Giants,Sunrisers Hyderabad,8,69,2,28,0,157
Lucknow Super Giants,Chennai Super Kings,9,65,1,63,1,147
Punjab Kings,Delhi Capitals,6,69,0,65,0,213
Rajasthan Royals,Punjab Kings,18,145,2,52,0,150
Delhi Capitals,Gujarat Titans,14,96,2,56,2,140
Delhi Capitals,Punjab Kings,18,164,2,39,0,169
Gujarat Titans,Kolkata Knight Riders,12,85,1,28,0,137
Punjab Kings,Delhi Capitals,5,43,0,33,0,191
Sunrisers Hyderabad,Gujarat Titans,18,170,2,56,2,175
Kolkata Knight Riders,Gujarat Titans,11,78,0,59,0,148
Rajasthan Royals,Mumbai Indians,17,121,2,77,1,147
Punjab Kings,Sunrisers Hyderabad,15,93,2,57,1,159
Punjab Kings,Chennai Super Kings,6,54,1,68,0,169
Mumbai Indians,Rajasthan Royals,11,90,0,55,0,147
Delhi Capitals,Lucknow Super Giants,8,56,0,68,0,145
Punjab Kings,Delhi Capitals,16,133,2,54,2,164
Rajasthan Royals,Gujarat Titans,11,69,0,23,0,134
Royal Challengers Bangalore,Chennai Super Kings,13,112,3,37,1,170
Lucknow Super Giants,Sunrisers Hyderabad,7,42,1,31,0,153
Lucknow Super Giants,Rajasthan Royals,6,27,1,75,1,117
Punjab Kings,Rajasthan Royals,8,59,1,68,1,192
Gujarat Titans,Royal Challengers Bangalore,12,113,1,69,0,191
Chennai Super Kings,Mumbai Indians,15,100,0,59,0,131
Mumbai Indians,Chennai Super Kings,7,56,0,64,0,152
Kolkata Knight Riders,Sunrisers Hyderabad,14,81,4,35,1,100
Royal Challengers Bangalore,Delhi Capitals,8,55,0,44,0,154
Royal Challengers Bangalore,Kolkata Knight Riders,8,58,0,42,0,168
Delhi Capitals,Royal Challengers Bangalore,13,90,0,61,0,146
Lucknow Super Giants,Punjab Kings,15,145,0,64,0,202
Punjab Kings,Chennai Super Kings,6,57,0,23,0,180
Royal Challengers Bangalore,Lucknow Super Giants,7,60,0,68,0,171
Kolkata Knight Riders,Chennai Super Kings,8,55,1,49,1,175
Mumbai Indians,Gujarat Titans,8,79,0,43,0,218
Gujarat Titans,Chennai Super Kings,5,45,0,35,0,176
Delhi Capitals,Sunrisers Hyderabad,6,62,0,58,0,196
Delhi Capitals,Gujarat Titans,18,184,2,33,0,192
Delhi Capitals,Punjab Kings,12,97,1,53,0,168
Punjab Kings,Kolkata Knight Riders,7,49,0,53,0,138
Chennai Super Kings,Lucknow Super Giants,8,91,1,57,0,214
Royal Challengers Bangalore,Kolkata Knight Riders,19,139,5,26,1,155
Kolkata Knight Riders,Punjab Kings,14,76,0,58,0,126
Punjab Kings,Rajasthan Royals,10,75,2,41,0,151
Chennai Super Kings,Kolkata Knight Riders,19,143,2,73,1,148
Lucknow Super Giants,Royal Challengers Bangalore,7,43,2,55,0,143
Punjab Kings,Chennai Super Kings,7,62,0,58,0,200
Punjab Kings,Royal Challengers Bangalore,10,68,0,58,0,135
Punjab Kings,Gujarat Titans,18,142,2,31,0,169
Kolkata Knight Riders,Gujarat Titans,15,107,1,51,1,143
Mumbai Indians,Royal Challengers Bangalore,12,103,3,59,0,159
Sunrisers Hyderabad,Royal Challengers Bangalore,15,111,2,73,0,126
Gujarat Titans,Rajasthan Royals,19,118,3,59,0,132
Sunrisers Hyderabad,Rajasthan Royals,14,95,2,62,2,152
Sunrisers Hyderabad,Chennai Super Kings,19,134,4,47,0,139
Lucknow Super Giants,Rajasthan Royals,17,127,1,45,1,140
Chennai Super Kings,Mumbai Indians,14,129,0,56,0,170
Gujarat Titans,Royal Challengers Bangalore,5,20,1,27,0,115
Mumbai Indians,Kolkata Knight Riders,8,55,0,50,0,150
Lucknow Super Giants,Gujarat Titans,15,108,2,41,0,115
Lucknow Super Giants,Sunrisers Hyderabad,16,97,0,56,0,136
Royal Challengers Bangalore,Rajasthan Royals,17,185,0,63,0,219
Sunrisers Hyderabad,Royal Challengers Bangalore,10,75,1,61,1,148
Royal Challengers Bangalore,Sunrisers Hyderabad,8,56,0,39,0,143
Mumbai Indians,Chennai Super Kings,15,129,0,57,0,179
Royal Challengers Bangalore,Delhi Capitals,14,122,0,63,0,160
Gujarat Titans,Punjab Kings,18,130,5,55,0,143
Delhi Capitals,Punjab Kings,15,120,2,70,1,143
Sunrisers Hyderabad,Kolkata Knight Riders,16,89,3,38,1,103
Mumbai Indians,Kolkata Knight Riders,17,111,2,41,1,141
Rajasthan Royals,Punjab Kings,14,109,0,36,0,156
Rajasthan Royals,Punjab Kings,13,94,2,62,1,150
Lucknow Super Giants,Gujarat Titans,17,129,1,51,0,152
Chennai Super Kings,Punjab Kings,10,90,0,52,0,187
Lucknow Super Giants,Sunrisers Hyderabad,15,123,3,30,0,134
Rajasthan Royals,Delhi Capitals,10,90,1,49,0,203
Royal Challengers Bangalore,Delhi Capitals,18,128,0,69,0,143
Chennai Super Kings,Royal Challengers Bangalore,14,120,0,64,0,192
Lucknow Super Giants,Punjab Kings,5,22,1,56,1,108
Chennai Super Kings,Mumbai Indians,8,37,1,55,1,106
Gujarat Titans,Royal Challengers Bangalore,15,97,1,50,1,110
Gujarat Titans,Rajasthan Royals,9,84,1,40,1,184
Mumbai Indians,Chennai Super Kings,10,67,0,57,0,181
Punjab Kings,Royal Challengers Bangalore,11,75,1,31,0,153
Rajasthan Royals,Sunrisers Hyderabad,14,141,3,42,3,184
Kolkata Knight Riders,Delhi Capitals,11,77,1,44,0,176
Chennai Super Kings,Mumbai Indians,11,92,1,70,0,178
Delhi Capitals,Punjab Kings,17,127,3,45,1,146
Chennai Super Kings,Rajasthan Royals,15,90,3,29,2,113
Sunrisers Hyderabad,Delhi Capitals,18,141,5,59,1,162
Kolkata Knight Riders,Mumbai Indians,7,58,0,47,0,181
Mumbai Indians,Delhi Capitals,18,170,0,35,0,182
Mumbai Indians,Rajasthan Royals,12,82,2,52,0,135
Sunrisers Hyderabad,Rajasthan Royals,16,135,2,62,0,153
Punjab Kings,Rajasthan Royals,19,173,3,47,2,178
Rajasthan Royals,Gujarat Titans,5,34,0,46,0,138
Delhi Capitals,Chennai Super Kings,18,148,7,60,1,153
Kolkata Knight Riders,Delhi Capitals,11,94,0,26,0,173
Rajasthan Royals,Lucknow Super Giants,8,49,0,59,0,125
Rajasthan Royals,Royal Challengers Bangalore,15,115,2,76,0,145
Chennai Super Kings,Mumbai Indians,9,63,0,29,0,166
Gujarat Titans,Kolkata Knight Riders,6,52,0,75,0,176
Punjab Kings,Sunrisers Hyderabad,11,80,3,18,1,134
Kolkata Knight Riders,Gujarat Titans,5,41,0,63,0,182
Royal Challengers Bangalore,Lucknow Super Giants,5,53,0,52,0,174
Punjab Kings,Delhi Capitals,13,107,0,39,0,183
Mumbai Indians,Chennai Super Kings,15,118,2,68,1,147
Sunrisers Hyderabad,Rajasthan Royals,12,110,1,59,1,179
Gujarat Titans,Mumbai Indians,6,37,0,68,0,159
Rajasthan Royals,Lucknow Super Giants,13,82,1,52,1,140
Royal Challengers Bangalore,Punjab Kings,9,50,0,48,0,130
Kolkata Knight Riders,Royal Challengers Bangalore,14,91,2,36,1,129
Kolkata Knight Riders,Rajasthan Royals,14,111,2,48,1,165
Royal Challengers Bangalore,Gujarat Titans,13,99,1,34,1,167
Chennai Super Kings,Sunrisers Hyderabad,9,58,0,31,0,151
Punjab Kings,Kolkata Knight Riders,5,37,0,70,0,149
Gujarat Titans,Chennai Super Kings,10,52,1,57,0,123
Punjab Kings,Gujarat Titans,18,167,4,45,2,182
Gujarat Titans,Mumbai Indians,6,43,0,20,0,160
Rajasthan Royals,Delhi Capitals,7,55,0,36,0,166
Royal Challengers Bangalore,Punjab Kings,6,75,1,62,0,213
Mumbai Indians,Chennai Super Kings,12,69,0,50,0,106
Sunrisers Hyderabad,Punjab Kings,16,127,0,50,0,163
Punjab Kings,Chennai Super Kings,19,144,6,34,0,149
Mumbai Indians,Punjab Kings,15,124,3,32,0,175
Delhi Capitals,Sunrisers Hyderabad,19,142,1,73,1,147
Rajasthan Royals,Punjab Kings,12,78,1,40,1,114
Punjab Kings,Gujarat Titans,18,168,2,76,1,186
Sunrisers Hyderabad,Lucknow Super Giants,19,129,1,51,0,136
Kolkata Knight Riders,Delhi Capitals,15,128,0,46,0,190
Punjab Kings,Delhi Capitals,9,76,0,54,0,182
Rajasthan Royals,Royal Challengers Bangalore,6,43,1,75,1,150
Chennai Super Kings,Mumbai Indians,17,166,1,54,1,201
Chennai Super Kings,Gujarat Titans,19,131,3,26,2,136
Punjab Kings,Lucknow Super Giants,5,49,0,41,0,163
Rajasthan Royals,Punjab Kings,12,90,3,32,1,153
Royal Challengers Bangalore,Delhi Capitals,10,80,0,25,0,184
Punjab Kings,Royal Challengers Bangalore,5,33,0,39,0,179
Punjab Kings,Gujarat Titans,11,56,0,36,0,117
Rajasthan Royals,Sunrisers Hyderabad,14,87,2,45,0,122
Delhi Capitals,Chennai Super Kings,15,114,1,71,1,153
Delhi Capitals,Gujarat Titans,5,39,0,60,0,135
Lucknow Super Giants,Punjab Kings,5,43,0,73,0,168
Sunrisers Hyderabad,Royal Challengers Bangalore,12,103,4,49,0,167
Gujarat Titans,Kolkata Knight Riders,13,104,2,55,0,175
Kolkata Knight Riders,Lucknow Super Giants,12,90,1,38,0,141
Chennai Super Kings,Royal Challengers Bangalore,5,32,0,24,0,172
Chennai Super Kings,Royal Challengers Bangalore,11,64,2,30,0,116
Mumbai Indians,Chennai Super Kings,7,65,0,20,0,205
Chennai Super Kings,Gujarat Titans,14,99,1,49,0,177
Rajasthan Royals,Sunrisers Hyderabad,13,134,3,53,1,174
Rajasthan Royals,Royal Challengers Bangalore,7,45,0,57,0,130
Kolkata Knight Riders,Mumbai Indians,9,91,0,48,0,187
Sunrisers Hyderabad,Mumbai Indians,15,111,1,59,1,138
Chennai Super Kings,Lucknow Super Giants,9,82,1,35,1,161
Delhi Capitals,Lucknow Super Giants,12,110,3,50,0,176
Mumbai Indians,Punjab Kings,7,60,1,50,1,137
Royal Challengers Bangalore,Punjab Kings,13,128,1,55,1,210
Punjab Kings,Royal Challengers Bangalore,6,49,0,41,0,199
Delhi Capitals,Chennai Super Kings,10,79,1,37,1,145
Gujarat Titans,Punjab Kings,16,144,0,28,0,165
Kolkata Knight Riders,Sunrisers Hyderabad,18,154,1,62,1,159
Sunrisers Hyderabad,Royal Challengers Bangalore,17,149,1,73,0,169
Lucknow Super Giants,Kolkata Knight Riders,17,129,3,48,0,146
Royal Challengers Bangalore,Sunrisers Hyderabad,7,51,0,64,0,130
Delhi Capitals,Lucknow Super Giants,10,86,1,44,1,162
Rajasthan Royals,Punjab Kings,10,82,0,56,0,169
Delhi Capitals,Gujarat Titans,8,66,1,56,0,153
Chennai Super Kings,Gujarat Titans,11,84,2,69,2,137
Sunrisers Hyderabad,Lucknow Super Giants,9,64,0,64,0,129
Lucknow Super Giants,Gujarat Titans,11,80,0,60,0,153
Gujarat Titans,Punjab Kings,14,125,0,30,0,204
